id,content,date,language,tags,title,ratings
377380-203588952784,روعه وممتاز للسباحه,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c9g9th4bb64rs4ni6s70', 'sentiment': None}]",Umluj Beach,"{'normalized': 100, 'raw': 5}"
377380-174472097204,رائع بكل ماتعنيه الكلمة خيال غير طبيعي استقبال مطعم فندق كل شيئ,2021-05-04T01:32:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",InterContinental Dar al Tawhid Makkah,"{'normalized': 100, 'raw': 5}"
377380-203584861249,حلو العرض كان مدته نص ساعه بس غالي تقريبا ٢٩ لو يخلونه ١٥ بيكون سعره حلو,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dolphin Village Dammam,"{'normalized': 80, 'raw': 4}"
377380-203588208628,تحتاج عنايه اكثر و مكافحة الحشرات,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}, {'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Faisaliah garden,"{'normalized': 40, 'raw': 2}"
377380-174551052830,ممتاز ومريح جدا بس لو يحلون مشكلة ضعف شبكة الجوال داخل الغرف اعطيه 10/10,2021-05-04T16:51:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",M Hotel Al Dana Makkah by Millennium,"{'normalized': 100, 'raw': 5}"
377380-203585567993,جميل جدا روعه,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]","King Abdullah Park, Sea front","{'normalized': 100, 'raw': 5}"
377380-203588505899,It is super place and those who love hiking will love to enjoy it here,2021-04-11T06:48:00+00:00,eng,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al-Waba Crater,"{'normalized': 100, 'raw': 5}"
377380-203589383017,المكان هو اساس كورنيش الهيئة الملكية قديمآ .. الأن أصبح شبه مهجور ومافيه اهتمام بالعشب والمكان بعد افتتاح الواجهة الجديده اتوقع انه ماراح يترك من قبل الهيئه ولها تخطيطها المستقبلي في جعل ذلك المكان افضل من ماكان من الأخر ينبع جميله وتستحق الزياره 👌 The place is the basis of the ancient Royal Commission Corniche. Now it is almost deserted and there is no interest in the grass and the place after the opening of the new facade I expect that it will not be left by the authority and it has its future planning in making that place better than it was From the other stems are beautiful and worth a visit 👌,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Alsubh Park,"{'normalized': 100, 'raw': 5}"
377380-203591489637,مريح,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}"
377380-203587198549,جميله جدا,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Ushaiqer Heritage Village,"{'normalized': 100, 'raw': 5}"
377380-203583068848,قلعة مارد بدومة الجندل رووووعه 👍👍,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bkec8hb0r13sa7csg', 'sentiment': None}]",Marid Castle,"{'normalized': 100, 'raw': 5}"
377380-174572253320,شكرا للذين يتركون بصمة رائعه في خدمة ضيوف الرحمن ... شكرا لفندق زمزم بولمان ❤,2021-05-05T20:25:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Pullman Zamzam Makkah,"{'normalized': 100, 'raw': 5}"
377380-203585456839,جوله جميله جدا يستحق الزياره,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Jazan Heritage Village,"{'normalized': 100, 'raw': 5}"
377380-203583057413,جيدوطبيعه حلوبس بعض اطرق المارة ع الجالسين لنزة ياحبذالوتعبدبابشارة ازفلت عن الغباروازعاج المتنزهين وشكرا,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al Ahsa National Park,"{'normalized': 60, 'raw': 3}"
377380-174545541829,جيد ولكنه قديم الاثاث,2021-05-06T01:08:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Elaf Taiba Hotel فندق إيلاف طيبة,"{'normalized': 80, 'raw': 4}"
377380-203584368385,Very nice park for families,2021-04-11T06:48:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Modon Lake Park,"{'normalized': 100, 'raw': 5}"
377380-203590623543,من أجمل ما رايت في ينبع الصناعية.,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Yanbu Lake Park,"{'normalized': 100, 'raw': 5}"
377380-203587562376,UNFORGETTABLE EXPERIENCE!,2021-04-11T06:48:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}"
377380-203590482585,جيد,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Green Mountain Resort,"{'normalized': 20, 'raw': 1}"
377380-203586635458,Nice place,2021-04-11T06:48:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dammam Corniche,"{'normalized': 100, 'raw': 5}"
377380-203587245856,"كانت تجربه جميله ، ولكن الطريق متعب جدآ ...",2021-04-11T06:48:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Catalina Seaplane Wreckage,"{'normalized': 60, 'raw': 3}"
377380-203587889215,It's a great place to enjoy weekend but there should be more restrooms.,2021-04-11T06:48:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Wadi Namar Waterfall,"{'normalized': 80, 'raw': 4}"
377380-203587342194,جميل مريح جداً,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",King Salman Park,"{'normalized': 80, 'raw': 4}"
377380-203583219494,روعة و جمال و أجواء خيالية في فصل الصيف لابد من التجربة,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Jabal Sawda,"{'normalized': 80, 'raw': 4}"
377380-203587339496,اكلت من عندهم مرتين مره غداء و مره عشاء مطعم جميل جميل جميل جدا تمينته انه ف الرياض اجواء المطعم حلوه المطعم فخم على فخامته توقعت سعره عالي جدا لكن سعره مقبول شوربة عدس عاديه و فته باذنجان جميله وطلبت يوم قبله فته بالكرز جميله جدا و مشاوي مشكله على بالي خاصه فيهم جميله وطلبت يوم قبله مشاوي مشكله جميله جدا و متبل شمندر لذيييييذه,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]","Jorry Elite ( Senso, Aala Bali , La Scene )","{'normalized': 100, 'raw': 5}"
377380-203587651159,به الكثير من الجلابيب الرجالي ومحلات تفصيل العقال السعودي والبشت الفرو والبشت الخفيف والفرو بكل المقاسات حريمي ورجالي وغتر ومخالات اقمشه كثيره وفي الصوره الطريق لشارع المشالح,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Souq Al Zel,"{'normalized': 60, 'raw': 3}"
377380-203584627772,الي جاي من عند عبدالرحمن المطيري يسوي لايك 😂,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c9g9th4bb64rs4ni6s70', 'sentiment': None}]",Umluj Beach,"{'normalized': 100, 'raw': 5}"
377380-203587587183,الهدوء,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Olaya Park,"{'normalized': 100, 'raw': 5}"
377380-203583772307,مول للرياضة المشي والا فلا يستحق أن يسمى بالمول,2021-04-11T06:48:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7ah0', 'sentiment': None}]",Al Ahsa Mall by Arabian Centres,"{'normalized': 40, 'raw': 2}"
377380-203585956709,Good park in Hara,2021-04-11T06:48:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Al Wazarat park,"{'normalized': 60, 'raw': 3}"
377380-203584960950,المكان بشكل عام جميل لكن المنتزه مغلق في غير أوقات الصيف.,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9g869k8hb0qun2qahp0', 'sentiment': None}]",Al Sahab Park,"{'normalized': 80, 'raw': 4}"
377380-203584270049,مكان جميل ومناسب للاطفال,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}]",Prince Ibn Jalawy Park,"{'normalized': 100, 'raw': 5}"
377380-203583050450,Very well maintained and a must place if you happen to be in Aljouf.,2021-04-11T06:49:00+00:00,eng,"[{'value': 'c07bkec8hb0r13sa7csg', 'sentiment': None}]",Marid Castle,"{'normalized': 80, 'raw': 4}"
377380-203587645737,Its a good shopping market,2021-04-11T06:49:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Souq Al Zel,"{'normalized': 100, 'raw': 5}"
377380-203585064492,اتمنى استبدال التراب و ذلك لتواجد القطط والتي تقوم بدفن فضلاتها هناك,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Prince Hussam Park,"{'normalized': 60, 'raw': 3}"
377380-203587818925,مقفل من رمضان ١٤٤١ عشان كورونا المتحف خسارة كان نفسي اشوف,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 60, 'raw': 3}"
377380-174904218980,مكان مميز ويستحق الزياره,2021-05-07T03:53:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7afg', 'sentiment': None}]",فندق الكوت التراثي - Al Koot Heritage Hotel,"{'normalized': 100, 'raw': 5}"
377380-203585930419,شاطئ سئ جدا جداااا لا انصح بيه اطلاقا الشاطئ مش نظيف خالص مليان صخور و المايه مش نظيفه ابدا الحاجه الصادمة هناك انهم بيأجروا الفوط للناس على الشط و كل ما تتنفس هناك هتدفع فلوس.. منتهى الاستغلال مكان لا يرقى للشواطئ العمومية في مصر,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9g8qqc8hb0qun2qahs0', 'sentiment': None}]",Yam Beach,"{'normalized': 20, 'raw': 1}"
377380-203585737863,حجمه مناسب وبها سور لأمان الاطفال,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Al Hamra Park,"{'normalized': 80, 'raw': 4}"
377380-203587580987,ممتاز للعائلات,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Olaya Park,"{'normalized': 100, 'raw': 5}"
377380-203590482634,"منتزه ومنتجع الجبل الأخضر، الدخول مجاناً، ويسمح بدخول اي شيء معك طعام وشراب، او فراش للجلسات علي الرصيف بالمواقف العامه. اطلاله جميله جداً جداً واجواء ممتعه جدآ. يوجد خيمه تسوق لا بأس بها. بالنسبه للألعاب، يوجد لعبه التوبوجان للكبار سعر التذكره ٣٠ريال للفرد، جميله وممتعة، ومرعبه جداً خصوصاً للبنات اللي تخاف من الأماكن المرتفعه، لأنه الركوب فردي و هي التي تتحكم بالعربه. باقي الألعاب ماهي زينه وماهي شينه تؤدي الغرض. يوجد أيضاً الفلل والجلسات وموعدها من الساعه ٢الظهر حتي ٢ صباحاً. يوجد أيضاً مطاعم وكوفي وبقاله،،منتو وشاورما وقهوه وذره وايس كريم ليس بالمستوى المرضي والأفضل الا يعتمد عليها. بالنسبه للمنتزه يحتاج للاهتمام والتجديد كثيراً، ونرجوا النظر إلى الإهتمام بنظافه الحمامات والعناية بالمساجد والمطاعم. وبالنسبه لأسعار الألعاب والجلسات والفلل مرتفع جدآ ،ولكن مع الدخول المجاني للمنتزه فهو مناسب جداً.",2021-04-11T06:49:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Green Mountain Resort,"{'normalized': 60, 'raw': 3}"
377380-174775695503,Tv not working perfectly,2021-05-07T06:23:00+00:00,eng,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Meral Crown Hotel,"{'normalized': 80, 'raw': 4}"
377380-203583764879,Not found good stuff,2021-04-11T06:49:00+00:00,eng,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7ah0', 'sentiment': None}]",Al Ahsa Mall by Arabian Centres,"{'normalized': 40, 'raw': 2}"
377380-203587558262,المكان مغلق حاليا بسبب كورونا,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}"
377380-174752668604,Normal,2021-05-07T10:32:00+00:00,eng,"[{'value': 'c07bdifepd3oq1r122s0', 'sentiment': None}]",Mall of Dhahran,"{'normalized': 40, 'raw': 2}"
377380-203585578288,رائع,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]","King Abdullah Park, Sea front","{'normalized': 80, 'raw': 4}"
377380-203588224835,لا بأس جيد,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bjr48hb0r13sa7c20', 'sentiment': None}]",Al-Qaryah Al-Turathiyah Restaurant,"{'normalized': 60, 'raw': 3}"
377380-203583212941,المكان سيئ من ناحيه شبت النار ممنوع و ازعاج شرطه البيئه رايحه جايه و لا فيه انوار مظلم المكان 👎🏻👎🏻👎🏻👎🏻,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Jabal Sawda,"{'normalized': 100, 'raw': 5}"
377380-203590621496,رائعة مميزة,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Yanbu Lake Park,"{'normalized': 100, 'raw': 5}"
377380-176051956142,Nice hotel,2021-05-07T16:41:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Jabal Omar Hyatt Regency Makkah,"{'normalized': 100, 'raw': 10}"
377380-203585465785,مكان حلو يستحق الزيارة,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Jazan Heritage Village,"{'normalized': 80, 'raw': 4}"
377380-174998416586,النظافه ليست جيده,2021-05-07T19:24:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",M Hotel Makkah by Millennium,"{'normalized': 60, 'raw': 3}"
377380-203582856437,المكان جميل ويستحق الزيارة لكن تذاكر الدخول (50 ريال) سعر مبالغ فيه,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 100, 'raw': 5}"
377380-203587523257,سهل الوصول للعيون من الخط.,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",12 Springs of Prophet Moses (A.S.),"{'normalized': 100, 'raw': 5}"
377380-174997610538,"بصراحه كل شي حلو وفخم ، لكن فطور رمضان عادي جداً ولا يستاهل ، ومرره يحطون لنا قلليل",2021-05-08T19:14:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",The Hotel Galleria By Elaf,"{'normalized': 100, 'raw': 5}"
377380-203584861726,Until now only family !!!,2021-04-11T06:49:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dolphin Village Dammam,"{'normalized': 20, 'raw': 1}"
377380-203585456386,جميل جدا,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abu Kheyal Park,"{'normalized': 80, 'raw': 4}"
377380-175327738919,شيء مرتب من الاخر,2021-05-08T22:58:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]","Makkah Clock Royal Tower, A Fairmont Hotel","{'normalized': 100, 'raw': 5}"
377380-203591485949,مكان جميل جدا ونظيف وهادي ومناسب للعوائل جدا,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}"
377380-203589247654,جميله جدا انصح بها,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Alanoud Park,"{'normalized': 60, 'raw': 3}"
377380-203586135109,جوانا وكندة في حديقة الفلاح,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Falah Park,"{'normalized': 80, 'raw': 4}"
